"Q2_1","Q3_1","Q4_1","Q5_1","Q6_1","Q7_1","detact","age","education","gender","gender_7_TEXT","Q88","race","race_6_TEXT","politicalaffiliation","comments","Score","PROLIFIC_PID","att1","att2","att3","con1","con2","con3","attitude_score","attitude","Condition","video","belief_pre","belief_post","belief_change","attitude_direction","change_direction","change_in_opposite","video_direction","change_align_video","Video_choice","video_type"
100,70,82,76,5,41,"No","52","Master's degree","Male",NA,"No","White",NA,"Liberal",NA,3,"67e31b112bfefc992d4daf0e","72","-12","15","10","-12","-10",87,"Pro","label","pro",14.5,21.67,7.17,1,1,-7.17,1,7.17,0,"Pro_Real"
70,80,30,30,20,5,"No","46","Associate degree in college (2-year)","Male",NA,"No","White",NA,"Slightly Liberal",NA,2,"660b421b30655418bdac1c70","100","80","20","30","20","5",145,"Pro","none","pro",24.17,20.83,-3.34,1,-1,3.34,1,-3.34,0,"Pro_Real"
100,70,100,-100,-40,-100,"No","27","Master's degree","Female",NA,"No","White",NA,"Conservative",NA,3,"67d73a1bf86c2c0f5aa5102e","100","70","100","-100","-40","-100",510,"Pro","label","pro",85,85,0,1,0,0,1,0,0,"Pro_Real"
100,100,97,-88,-50,-81,"Yes","25","Master's degree","Female",NA,"No","Black or African American",NA,"Conservative",NA,3,"68387e78f50e378a6e7a2b6f","100","100","100","-86","-52","-83",521,"Pro","none","pro",86.83,86,-0.829999999999998,1,-1,0.829999999999998,1,-0.829999999999998,0,"Pro_Real"
90,89,59,37,72,42,"Yes","24","Bachelor's degree in college (4-year)","Female",NA,"No","White",NA,"Slightly Conservative",NA,1,"6831c38d4df4eabee96d8c9e","90","100","78","-25","72","-35",256,"Pro","none","anti",42.67,14.5,-28.17,1,-1,28.17,-1,28.17,1,"Anti_Fake_none"
86,80,70,-41,-50,-30,"No","74","Master's degree","Male",NA,"No","Black or African American",NA,"Conservative","N/A",3,"6766c25793c13fc95c767574","72","79","63","-29","-43","-24",310,"Pro","none","pro",51.67,59.5,7.83,1,1,-7.83,1,7.83,0,"Pro_Real"
100,100,100,-100,-100,-100,"No","61","Doctoral degree","Male",NA,"No","White",NA,"Liberal",NA,1,"6522fd00b1d2cc60dedf354d","100","100","100","-100","-100","-100",600,"Pro","label","pro",100,100,0,1,0,0,1,0,0,"Pro_Real"
100,96,100,24,34,62,"No","41","Professional degree (JD, MD)","Male",NA,"No","White",NA,"Extremely Conservative","the study was educating thank you",2,"6838b02d3ba617905dab5fa7","85","70","25","-12","55","-25",162,"Pro","label","pro",27,29.33,2.33,1,1,-2.33,1,2.33,0,"Pro_Real"
100,100,100,0,30,0,"No","22","Bachelor's degree in college (4-year)","Female",NA,"No","Black or African American",NA,"Conservative",NA,3,"66796effe38fac0691c3aa9d","80","85","70","-40","-30","-20",325,"Pro","label","pro",54.17,45,-9.17,1,-1,9.17,1,-9.17,0,"Pro_Real"
100,100,100,2,40,30,"Yes","37","Bachelor's degree in college (4-year)","Male",NA,"No","White",NA,"Conservative","N/A",2,"68376e9ea4409398b0f8b94d","100","100","100","2","40","30",228,"Pro","label","pro",38,38,0,1,0,0,1,0,0,"Pro_Real"
-3,16,-12,24,-9,33,"Yes","21","Master's degree","Female",NA,"No","White",NA,"Moderate, Middle of Road",NA,2,"6848b059db3fc48e46920c00","12","-10","24","-18","28","14",2,"Pro","none","pro",0.33,-7.83,-8.16,1,-1,8.16,1,-8.16,0,"Pro_Real"
95,90,92,20,-50,20,"Yes","44","Bachelor's degree in college (4-year)","Female",NA,"No","Asian",NA,"Moderate, Middle of Road",NA,3,"5b16e1a5457ace0001b40d46","85","80","90","20","-35","20",250,"Pro","none","pro",41.67,47.83,6.16,1,1,-6.16,1,6.16,0,"Pro_Real"
63,60,62,56,55,54,"Yes","32","Master's degree","Male",NA,"No","White",NA,"Conservative",NA,1,"6832eb573ad39cb7bfb676c9","30","33","46","44","35","31",-1,"Anti","none","pro",-0.17,3.33,3.5,-1,1,3.5,1,3.5,1,"Pro_Fake_none"
98,98,98,-97,-97,-98,"Yes","76","Some college but no degree","Male",NA,"No","White",NA,"Slightly Liberal","no comments",2,"672b9e2b2e6e57cc6eac245b","63","53","-25","-22","40","-31",104,"Pro","none","pro",17.33,97.67,80.34,1,1,-80.34,1,80.34,0,"Pro_Real"
100,100,100,100,100,-100,"Yes","35","Professional degree (JD, MD)","Female",NA,"No","White",NA,"Liberal",NA,2,"6834ce3b9e87a3b9585058d5","100","100","100","100","100","-100",200,"Pro","none","anti",33.33,33.33,0,1,0,0,-1,0,1,"Anti_Fake_none"
45,59,-100,0,100,100,"Yes","35","High school graduate (high school diploma or equivalent including GED)","Male",NA,"No","White",NA,"Conservative",NA,2,"5490eb3cfdf99b71a6abfdff","2","2","-100","0","100","100",-296,"Anti","label","pro",-49.33,-32.67,16.66,-1,1,16.66,1,16.66,1,"Pro_Fake_label"
100,-100,100,100,100,100,"Yes","40","Bachelor's degree in college (4-year)","Female",NA,"No","White",NA,"Extremely Liberal",NA,1,"67dfdc1f14f390a33fc26d29","83","-71","54","61","100","77",-172,"Anti","label","pro",-28.67,-33.33,-4.66,-1,-1,-4.66,1,-4.66,1,"Pro_Fake_label"
80,60,70,-36,60,80,"No","27","Bachelor's degree in college (4-year)","Male",NA,"No","Other:","mixed","Liberal",NA,2,"67ddd5ed0c68ca2f9c5ce73b","80","60","70","0","60","80",70,"Pro","label","pro",11.67,17.67,6,1,1,-6,1,6,0,"Pro_Real"
11,14,10,21,40,36,"No","50","Some college but no degree","Male",NA,"No","Asian",NA,"Conservative",NA,2,"67e0a8458369d92d9789b0b4","17","19","16","7","36","25",-16,"Anti","none","anti",-2.67,-10.33,-7.66,-1,-1,-7.66,-1,7.66,0,"Anti_Real"
50,60,-30,-30,-20,20,"Yes","58","Doctoral degree","Male",NA,"No","White",NA,"Liberal",NA,2,"68163bc96b12041bb35d151f","60","60","-20","-20","-20","20",120,"Pro","none","anti",20,18.33,-1.67,1,-1,1.67,-1,1.67,1,"Anti_Fake_none"
79,70,71,-36,62,-50,"Yes","44","High school graduate (high school diploma or equivalent including GED)","Female",NA,"No","White",NA,"Liberal","NO",1,"6723e4c919a56daf5a899b62","79","70","71","-36","62","-50",244,"Pro","label","anti",40.67,40.67,0,1,0,0,-1,0,1,"Anti_Fake_label"
81,70,48,-72,63,-29,"No","60","Master's degree","Male",NA,"No","White",NA,"Liberal",NA,2,"681fb509ba10130b1d8af12a","44","22","-51","-55","34","34",2,"Pro","label","pro",0.33,39.5,39.17,1,1,-39.17,1,39.17,0,"Pro_Real"
100,-100,100,-100,100,-100,"No","45","Bachelor's degree in college (4-year)","Male",NA,"No","White",NA,"Extremely Liberal","Thank you for the survey, it was unique!",3,"6632d54e8e0d4661a148acf9","75","-100","100","-100","100","-100",175,"Pro","none","pro",29.17,33.33,4.16,1,1,-4.16,1,4.16,0,"Pro_Real"
60,30,-23,18,31,31,"Yes","24","Master's degree","Male",NA,"No","Black or African American",NA,"Conservative",NA,2,"6835284666a24c81c43809fa","0","-34","-39","0","24","-23",-74,"Anti","none","anti",-12.33,-2.17,10.16,-1,1,10.16,-1,-10.16,0,"Anti_Real"
25,52,28,-34,-14,-21,"No","79","High school graduate (high school diploma or equivalent including GED)","Male",NA,"No","White",NA,"Liberal",NA,3,"5d506e6d4040a40016bb186a","25","52","28","-34","-14","-21",174,"Pro","none","pro",29,29,0,1,0,0,1,0,0,"Pro_Real"
100,100,100,-100,-100,-100,"No","55","Bachelor's degree in college (4-year)","Female",NA,"No","White",NA,"Extremely Liberal",NA,3,"670160e896ff65768997d75f","79","100","97","-100","-100","-100",576,"Pro","label","pro",96,100,4,1,1,-4,1,4,0,"Pro_Real"
100,71,100,-100,-73,-100,"No","67","Bachelor's degree in college (4-year)","Female",NA,"No","Black or African American",NA,"Conservative",NA,3,"6822eb92f8ec9f0b6fef92c9","85","10","85","-94","-20","-92",386,"Pro","none","pro",64.33,90.67,26.34,1,1,-26.34,1,26.34,0,"Pro_Real"
100,100,100,-82,-82,-87,"No","72","Some college but no degree","Female",NA,"No","White",NA,"Slightly Liberal","Not sure the trump adminstration would regulate, but i hope dems will be in next time and act responsibly",1,"582afed4ce3a0e00010b3245","94","94","91","-45","-48","-63",435,"Pro","label","pro",72.5,91.83,19.33,1,1,-19.33,1,19.33,0,"Pro_Real"
34,62,100,8,-46,-42,"No","37","Master's degree","Female",NA,"No","White",NA,"Conservative",NA,2,"68307559a6601b23db22d69c","-76","62","100","-9","13","-22",104,"Pro","label","pro",17.33,46,28.67,1,1,-28.67,1,28.67,0,"Pro_Real"
30,20,-46,27,22,23,"Yes","52","Master's degree","Male",NA,"No","White",NA,"Extremely Liberal",NA,3,"66d4ec6fe6d7a979e98b5ff3","20","11","-23","25","8","19",-44,"Anti","label","pro",-7.33,-11.33,-4,-1,-1,-4,1,-4,1,"Pro_Fake_label"
73,87,50,-31,-41,30,"Yes","36","Master's degree","Male",NA,"Yes","White",NA,"Conservative",NA,0,"682753c48b267b1314ce511c","71","85","50","-31","-41","30",248,"Pro","label","anti",41.33,42,0.670000000000002,1,1,-0.670000000000002,-1,-0.670000000000002,1,"Anti_Fake_label"
32,76,-12,22,34,41,"No","48","Some college but no degree","Male",NA,"No","White",NA,"Conservative","There should be some regulation of AI, but not so much that it hinders innovation. As far as jobs, company should be able to do what they need to do in order to make the most profit possible. I don't think it's necessarily the companies responsibility to help the people find new jobs, perhaps the government should.",1,"5da88a6037d42100144928bd","46","74","-6","17","6","8",83,"Pro","none","pro",13.83,-0.17,-14,1,-1,14,1,-14,0,"Pro_Real"
81,60,70,50,-60,-79,"No","80","Master's degree","Female",NA,"No","Black or African American",NA,"Moderate, Middle of Road",NA,3,"67fbf5834e1fe4456de15062","50","60","70","50","-60","-60",250,"Pro","none","pro",41.67,50,8.33,1,1,-8.33,1,8.33,0,"Pro_Real"
-40,-49,-36,39,49,37,"Yes","21","Master's degree","Female",NA,"No","White",NA,"Moderate, Middle of Road",NA,2,"684358640d028f1877c5dbaa","30","-45","-29","44","44","44",-176,"Anti","none","anti",-29.33,-41.67,-12.34,-1,-1,-12.34,-1,12.34,0,"Anti_Real"
-50,-50,-50,50,98,99,"No","52","Master's degree","Female",NA,"No","White",NA,"Moderate, Middle of Road",NA,2,"63caa79ac2ed60897f5c00b4","-50","-50","-50","50","98","99",-397,"Anti","label","anti",-66.17,-66.17,0,-1,0,0,-1,0,0,"Anti_Real"
100,100,100,-100,-100,-100,"Yes","51","Bachelor's degree in college (4-year)","Female",NA,"No","White",NA,"Extremely Liberal",NA,2,"66058651f9c5fb6a8dba7633","100","100","100","-100","-100","-100",600,"Pro","label","pro",100,100,0,1,0,0,1,0,0,"Pro_Real"
63,-6,-6,28,27,25,"No","53","High school graduate (high school diploma or equivalent including GED)","Female",NA,"No","Black or African American",NA,"Moderate, Middle of Road",NA,2,"682fd4f5783224eba27da3d6","16","12","8","10","8","8",10,"Pro","label","pro",1.67,-4.83,-6.5,1,-1,6.5,1,-6.5,0,"Pro_Real"
100,100,100,-51,-97,-75,"No","23","Bachelor's degree in college (4-year)","Female",NA,"No","White",NA,"Extremely Liberal",NA,3,"6098164e4c37ed73ca9c74f5","98","100","81","-25","-75","-19",398,"Pro","label","pro",66.33,87.17,20.84,1,1,-20.84,1,20.84,0,"Pro_Real"
100,86,73,100,54,-36,"Yes","47","Master's degree","Female",NA,"No","Black or African American",NA,"Conservative","N/A",2,"684348178ba6ff802907b29e","100","86","73","100","54","-36",141,"Pro","none","pro",23.5,23.5,0,1,0,0,1,0,0,"Pro_Real"
70,100,80,84,100,100,"Yes","45","Master's degree","Female",NA,"No","White",NA,"Conservative","The survey was fantastic",2,"6841def89b6bcdc47ddcae57","70","100","80","84","100","100",-34,"Anti","label","pro",-5.67,-5.67,0,-1,0,0,1,0,1,"Pro_Fake_label"
98,82,92,-74,-46,-15,"No","30","Master's degree","Male",NA,"No","Black or African American",NA,"Moderate, Middle of Road",NA,3,"67cf6b116144730ec8906b48","76","47","90","-37","-12","-1",263,"Pro","none","pro",43.83,67.83,24,1,1,-24,1,24,0,"Pro_Real"
95,95,95,-39,95,47,"Yes","33","Bachelor's degree in college (4-year)","Male",NA,"Yes","White",NA,"Moderate, Middle of Road",NA,2,"60c6cd8bacdf5d1f27924048","87","88","74","-39","80","1",207,"Pro","none","pro",34.5,30.33,-4.17,1,-1,4.17,1,-4.17,0,"Pro_Real"
18,24,36,-16,23,37,"Yes","23","Master's degree","Male",NA,"No","White",NA,"Moderate, Middle of Road",NA,2,"683b0fd6553323e733a27711","50","73","57","60","75","64",-19,"Anti","label","anti",-3.17,5.67,8.84,-1,1,8.84,-1,-8.84,0,"Anti_Real"
57,34,-11,50,61,69,"No","47","Bachelor's degree in college (4-year)","Male",NA,"No","White",NA,"Liberal",NA,3,"674f320a16eba7f4a31ed965","50","25","-15","56","65","81",-142,"Anti","none","pro",-23.67,-16.67,7,-1,1,7,1,7,1,"Pro_Fake_none"
100,100,94,-5,100,50,"No","27","Bachelor's degree in college (4-year)","Female",NA,"No","White",NA,"Conservative",NA,2,"678e459ede7a31176f9d890d","100","80","20","20","100","50",30,"Pro","label","pro",5,24.83,19.83,1,1,-19.83,1,19.83,0,"Pro_Real"
-40,-39,-85,34,80,83,"Yes","22","Bachelor's degree in college (4-year)","Male",NA,"No","White",NA,"Extremely Conservative",NA,1,"671c6bb486295dbfb4b69050","39","24","46","43","86","46",-66,"Anti","label","anti",-11,-60.17,-49.17,-1,-1,-49.17,-1,49.17,0,"Anti_Real"
100,100,68,-66,-88,-66,"No","76","Master's degree","Male",NA,"No","White",NA,"Extremely Liberal","Interesting survey!",3,"5dddd93ce2dcbdd58abe31f2","97","93","35","-51","-83","-41",400,"Pro","label","pro",66.67,81.33,14.66,1,1,-14.66,1,14.66,0,"Pro_Real"
100,100,100,-92,-94,-93,"Yes","70","Associate degree in college (2-year)","Female",NA,"No","White",NA,"Extremely Liberal",NA,2,"638476f72ab8021be345e3ac","89","92","85","-80","-81","-75",502,"Pro","none","pro",83.67,96.5,12.83,1,1,-12.83,1,12.83,0,"Pro_Real"
65,85,30,5,90,-20,"No","52","Associate degree in college (2-year)","Male",NA,"No","White",NA,"Slightly Conservative","no problems",2,"66e32aaad05615cfd9fcbe48","60","80","25","5","90","-20",90,"Pro","none","pro",15,17.5,2.5,1,1,-2.5,1,2.5,0,"Pro_Real"
61,90,40,20,-30,45,"Yes","35","Doctoral degree","Male",NA,"Yes","White",NA,"Liberal",NA,2,"5e35fe137169145c27eac095","70","90","50","20","-40","15",215,"Pro","none","anti",35.83,26,-9.83,1,-1,9.83,-1,9.83,1,"Anti_Fake_none"
100,100,100,26,91,85,"No","55","Master's degree","Male",NA,"No","Black or African American",NA,"Conservative",NA,3,"6840be978969978d62e7e9c9","100","100","100","26","91","85",98,"Pro","label","pro",16.33,16.33,0,1,0,0,1,0,0,"Pro_Real"
14,9,-64,28,44,44,"No","72","Some college but no degree","Female",NA,"No","White",NA,"Slightly Conservative",NA,2,"66df03e3e582134b3e095588","32","9","-64","2","44","10",-79,"Anti","label","anti",-13.17,-26.17,-13,-1,-1,-13,-1,13,0,"Anti_Real"
94,86,91,-90,-100,-91,"Yes","57","Doctoral degree","Female",NA,"No","White",NA,"Extremely Liberal",NA,3,"63b5681c49af1cbe651420bc","80","79","89","-84","-100","-91",523,"Pro","label","pro",87.17,92,4.83,1,1,-4.83,1,4.83,0,"Pro_Real"
58,59,52,0,-29,0,"No","44","Bachelor's degree in college (4-year)","Female",NA,"No","Asian",NA,"Moderate, Middle of Road",NA,2,"663a8327dd7d004c30f703a6","58","44","52","0","-29","0",183,"Pro","none","pro",30.5,33,2.5,1,1,-2.5,1,2.5,0,"Pro_Real"
47,-23,-15,27,38,71,"Yes","49","Bachelor's degree in college (4-year)","Male",NA,"No","Black or African American",NA,"Conservative","N/A",2,"67e558e125cf39776238c00c","47","34","4","-5","27","27",36,"Pro","label","anti",6,-21.17,-27.17,1,-1,27.17,-1,27.17,1,"Anti_Fake_label"
37,40,58,54,16,-30,"Yes","61","Bachelor's degree in college (4-year)","Female",NA,"No","White",NA,"Conservative",NA,3,"6811ae8d25eeeceed5d39e96","80","40","58","54","16","71",37,"Pro","label","pro",6.17,15.83,9.66,1,1,-9.66,1,9.66,0,"Pro_Real"
100,90,90,-98,-98,-100,"No","47","Master's degree","Male",NA,"No","White",NA,"Moderate, Middle of Road",NA,3,"6843ae95e315b08690337ff8","70","70","80","-70","-50","-80",420,"Pro","none","pro",70,96,26,1,1,-26,1,26,0,"Pro_Real"
82,68,64,57,-28,2,"No","33","Bachelor's degree in college (4-year)","Male",NA,"No","Black or African American",NA,"Conservative",NA,3,"676a8102c8379ca4d35269d1","0","12","19","12","10","1",8,"Pro","none","pro",1.33,30.5,29.17,1,1,-29.17,1,29.17,0,"Pro_Real"
75,85,90,-40,30,-41,"No","51","High school graduate (high school diploma or equivalent including GED)","Female",NA,"No","White",NA,"Moderate, Middle of Road",NA,3,"676c155981a61c339076a749","60","71","90","-40","30","-41",272,"Pro","none","pro",45.33,50.17,4.84,1,1,-4.84,1,4.84,0,"Pro_Real"
100,100,100,91,-100,-100,"Yes","26","Bachelor's degree in college (4-year)","Female",NA,"No","White",NA,"Conservative","none",1,"67df19d8dfaa291bdd177c93","75","90","73","75","-1","-23",187,"Pro","label","pro",31.17,68.17,37,1,1,-37,1,37,0,"Pro_Real"
100,100,100,30,-100,25,"Yes","47","Master's degree","Male",NA,"No","White",NA,"Liberal","Questions were clear and easy to understand.",2,"60a1ddf39ea00700d482889e","100","95","100","15","-90","20",350,"Pro","none","anti",58.33,57.5,-0.829999999999998,1,-1,0.829999999999998,-1,0.829999999999998,1,"Anti_Fake_none"
100,100,100,-100,100,-50,"No","38","Master's degree","Female",NA,"No","White",NA,"Conservative",NA,3,"682e2e8a805c0b9ad5bd32e7","100","100","100","-100","100","-50",350,"Pro","label","pro",58.33,58.33,0,1,0,0,1,0,0,"Pro_Real"
75,70,50,-25,-50,-50,"No","61","Bachelor's degree in college (4-year)","Female",NA,"No","White",NA,"Liberal",NA,3,"660f67db3e95ad2f69e70e56","60","60","50","0","-36","16",190,"Pro","label","pro",31.67,53.33,21.66,1,1,-21.66,1,21.66,0,"Pro_Real"
25,26,26,-30,64,-32,"Yes","62","Some college but no degree","Male",NA,"No","White",NA,"Conservative","I was somewhat surprised to find that my thoughts on Regulation of AI were very similar to the video I watched,",1,"6764a378bfd2f0b0d9c06e15","25","26","26","-13","48","-17",59,"Pro","none","anti",9.83,12.5,2.67,1,1,-2.67,-1,-2.67,1,"Anti_Fake_none"
37,-45,-19,2,13,9,"Yes","27","Master's degree","Female",NA,"No","White",NA,"Moderate, Middle of Road",NA,3,"6834845e245dcc304a88e29b","35","-45","-19","2","13","9",-53,"Anti","label","pro",-8.83,-8.5,0.33,-1,1,0.33,1,0.33,1,"Pro_Fake_label"
100,100,35,83,34,-14,"Yes","20","Bachelor's degree in college (4-year)","Male",NA,"No","White",NA,"Moderate, Middle of Road",NA,2,"682a5abfc4628c5977b8a84d","100","100","35","83","34","-14",132,"Pro","label","anti",22,22,0,1,0,0,-1,0,1,"Anti_Fake_label"
76,71,45,42,3,9,"No","20","Bachelor's degree in college (4-year)","Female",NA,"No","Black or African American",NA,"Moderate, Middle of Road",NA,2,"682f7af6eda768cfee86464b","55","71","30","42","3","9",102,"Pro","none","pro",17,23,6,1,1,-6,1,6,0,"Pro_Real"
80,-100,100,51,30,-21,"No","43","Professional degree (JD, MD)","Male",NA,"No","White",NA,"Moderate, Middle of Road",NA,1,"67e0462ffa88d77a477f6e6d","100","100","100","51","30","-21",240,"Pro","label","pro",40,3.33,-36.67,1,-1,36.67,1,-36.67,0,"Pro_Real"
100,100,100,-100,-100,-100,"Yes","42","High school graduate (high school diploma or equivalent including GED)","Female",NA,"No","White",NA,"Extremely Conservative","Thank you for the opportunity to participate in this study. I think the video I watched was still AI but I'm not 100% sure",2,"67709d0088d93adec607305e","100","100","100","-100","-100","-100",600,"Pro","label","pro",100,100,0,1,0,0,1,0,0,"Pro_Real"
100,100,60,63,50,50,"Yes","33","High school graduate (high school diploma or equivalent including GED)","Female",NA,"Yes","Black or African American",NA,"Extremely Liberal",NA,1,"5df6818e2b12bd474abc4c9d","50","50","50","50","60","50",-10,"Anti","none","pro",-1.67,16.17,17.84,-1,1,17.84,1,17.84,1,"Pro_Fake_none"
50,41,35,-16,-36,16,"No","56","Some college but no degree","Female",NA,"No","White",NA,"Extremely Liberal",NA,1,"6483fded206bc517c6ad6d0c","39","26","32","-14","-36","14",133,"Pro","label","pro",22.17,27,4.83,1,1,-4.83,1,4.83,0,"Pro_Real"
100,100,77,8,4,11,"No","64","Master's degree","Male",NA,"No","White",NA,"Conservative",NA,2,"67b6e6cd3ff52d5036ecc0f9","80","82","77","71","39","11",118,"Pro","label","pro",19.67,42.33,22.66,1,1,-22.66,1,22.66,0,"Pro_Real"
37,17,19,5,5,5,"Yes","27","Bachelor's degree in college (4-year)","Female",NA,"No","White",NA,"Moderate, Middle of Road",NA,2,"6841227db2acd8287572a78f","35","15","17","3","3","3",58,"Pro","label","anti",9.67,9.67,0,1,0,0,-1,0,1,"Anti_Fake_label"
76,78,70,80,95,100,"No","19","Master's degree","Male",NA,"No","White",NA,"Conservative",NA,3,"683d0a03db88928e4fbf334d","76","-18","70","80","95","100",-147,"Anti","none","pro",-24.5,-8.5,16,-1,1,16,1,16,1,"Pro_Fake_none"
70,58,50,-54,14,-44,"Yes","37","Master's degree","Male",NA,"No","White",NA,"Conservative",NA,3,"6829e808a59332d2f6ed457f","17","16","19","19","27","34",-28,"Anti","none","pro",-4.67,43.67,48.34,-1,1,48.34,1,48.34,1,"Pro_Fake_none"
68,46,-41,55,44,24,"No","27","Bachelor's degree in college (4-year)","Female",NA,"No","White",NA,"Conservative",NA,2,"6830a9c25b00d8f168504532","100","100","-66","55","44","24",11,"Pro","none","anti",1.83,-8.33,-10.16,1,-1,10.16,-1,10.16,1,"Anti_Fake_none"
100,100,100,-100,100,-100,"No","67","Master's degree","Male",NA,"No","Black or African American",NA,"Slightly Conservative",NA,2,"67f27bc668f1f2ffcb12f2f4","100","100","100","-100","100","-100",400,"Pro","label","pro",66.67,66.67,0,1,0,0,1,0,0,"Pro_Real"
93,93,87,-60,-50,-61,"No","55","Bachelor's degree in college (4-year)","Female",NA,"No","White",NA,"Conservative",NA,2,"67cd944859dabbd1d4552d39","76","74","58","-45","-24","-33",310,"Pro","label","pro",51.67,74,22.33,1,1,-22.33,1,22.33,0,"Pro_Real"
100,100,43,-39,47,-59,"Yes","34","Bachelor's degree in college (4-year)","Male",NA,"No","White",NA,"Slightly Conservative",NA,2,"67e9f5c8972a4be47457bbe1","90","95","73","-34","17","-47",322,"Pro","label","anti",53.67,49,-4.67,1,-1,4.67,-1,4.67,1,"Anti_Fake_label"
46,44,43,-49,23,2,"Yes","38","Some college but no degree","Male",NA,"No","Asian",NA,"Slightly Conservative",NA,2,"607778a26ff3de83125f50c5","46","44","43","-49","23","2",157,"Pro","none","pro",26.17,26.17,0,1,0,0,1,0,0,"Pro_Real"
