"att1_1","att2_1","att3_1","concern1_1","concern2_1","concern3_1","Q94_First.Click","Q94_Last.Click","Q94_Page.Submit","Q94_Click.Count","att1P_1","att2P_1","att3P_1","concern1P_1","concern2P_1","concern3P_1","persuasive","detact","age","education","Q88","race","race_6_TEXT","politicalaffiliation","comments","Score","PROLIFIC_PID","Condition","Label","Fake","belief_org","belief_final","belief_change","Bonus","Pro","Change_in_Direction","Male"
10,21,20,0,0,10,"0","0","231.468","0",20,20,20,-10,-30,5,2,1,24,"Bachelor's degree in college (4-year)","No","White",NA,"Conservative",NA,1,"611e5734cd0691cf4000a557","Anti_none","0","1",10.1666666666667,4.16666666666667,-6,0.1,"0",6,0
49,51,52,-26,31,28,"3.833","7.982","276.2","2",56,59,54,25,26,26,3,1,39,"Bachelor's degree in college (4-year)","Yes","White",NA,"Liberal",NA,2,"6581f44ccab6abf2c79a43fd","Pro_org","0","0",30.8333333333333,41,10.1666666666667,0.2,"1",10.1666666666667,0
51,64,62,55,39,-48,"0","0","257.026","0",91,92,83,53,35,-48,4,0,63,"Bachelor's degree in college (4-year)","No","White",NA,"Conservative",NA,3,"66d5bccce3bc16e181051a0d","Pro_org","0","0",37.1666666666667,51,13.8333333333333,0.3,"1",13.8333333333333,0
100,100,63,59,58,46,"0","0","237.134","0",100,100,77,74,68,64,5,0,70,"Doctoral degree","No","White",NA,"Liberal","I was really uncertain about whether the video was AI generated or not. I said no, but I am not at all confident about that. I would be interested in the actual answer.",3,"5c26b151c4b6e3000152c0b8","Pro_none","0","1",71,80.5,9.5,0.3,"1",9.5,1
50,45,25,32,26,-46,"0","0","236.046","0",-21,16,37,9,40,-60,4,1,23,"Bachelor's degree in college (4-year)","No","White",NA,"Conservative","n.a",1,"664e4e02a2ae0239460ff342","Anti_label","1","1",22,3.5,-18.5,0.1,"0",18.5,0
45,64,54,-39,-81,45,"16.831","16.831","333.211","1",65,64,54,-58,-81,58,4,1,68,"Doctoral degree","No","Black or African American",NA,"Liberal","it was nice",2,"674d80557d0723ba3e806632","Pro_org","0","0",14.6666666666667,17,2.33333333333333,0.2,"1",2.33333333333333,1
100,100,57,40,93,53,"0","0","431.346","0",100,100,57,-67,-64,-66,5,0,52,"Bachelor's degree in college (4-year)","No","White",NA,"Moderate, Middle of Road",NA,2,"6695745ee6d6f8975139350a","Pro_none","0","1",73.8333333333333,10,-63.8333333333333,0.2,"1",-63.8333333333333,0
83,100,55,55,28,35,"0","0","239.145","0",83,100,55,55,45,46,3,1,61,"Associate degree in college (2-year)","No","White",NA,"Conservative",NA,2,"60b67355d1639cf7ac638d07","Pro_none","0","1",59.3333333333333,64,4.66666666666666,0.2,"1",4.66666666666666,0
51,55,2,-26,-19,-19,"0","0","254.984","0",51,55,25,-26,-19,-19,3,0,71,"Bachelor's degree in college (4-year)","No","White",NA,"Slightly Conservative",NA,3,"6781486a4a79fffb7f00db82","Pro_org","0","0",7.33333333333333,11.1666666666667,3.83333333333333,0.3,"1",3.83333333333333,1
32,70,43,-4,-5,-2,"0","0","232.477","0",66,63,57,-8,-9,-6,2,1,38,"Some college but no degree","No","White",NA,"Extremely Liberal","AI is interesting and has potential, but needs to be regulated before it becomes impossible, not just difficult, to discern truth from fiction in the media.",2,"612d5aec388ae7382c6d9d59","Anti_none","0","1",22.3333333333333,27.1666666666667,4.83333333333334,0.2,"0",-4.83333333333334,0
2,0,0,-25,-5,-15,"0","0","258.243","0",-35,-20,-35,-40,-29,-34,3,1,50,"Bachelor's degree in college (4-year)","No","White",NA,"Liberal",NA,1,"5f5118e954b2e12ef9c52231","Anti_none","0","1",-7.16666666666667,-32.1666666666667,-25,0.1,"0",25,0
30,40,40,10,-10,0,"15.246","293.791","294.863","2",10,20,20,0,-10,-10,2,0,34,"Bachelor's degree in college (4-year)","No","White",NA,"Slightly Liberal","Thank you.",1,"66d0217be06f8783cc04f0a7","Anti_org","0","0",18.3333333333333,5,-13.3333333333333,0.1,"0",13.3333333333333,1
90,75,65,-47,-37,-25,"7.393","255.743","257.081","5",90,75,65,-47,-37,-25,1,1,56,"High school graduate (high school diploma or equivalent including GED)","No","White",NA,"Conservative",NA,2,"6737d8ebf11f10c6dab07aab","Anti_none","0","1",20.1666666666667,20.1666666666667,0,0.2,"0",0,0
71,100,52,-45,-14,-35,"0","0","238.241","0",73,100,52,-45,-14,-35,3,1,43,"Master's degree","No","White",NA,"Moderate, Middle of Road",NA,2,"6776e67290c24dfe448b5f2d","Anti_label","1","1",21.5,21.8333333333333,0.333333333333332,0.2,"0",-0.333333333333332,1
50,10,-10,33,-10,16,"0","0","283.253","0",50,10,-33,33,-25,25,3,1,53,"Bachelor's degree in college (4-year)","No","White",NA,"Liberal",NA,2,"6632c5d854799acad3f37450","Anti_org","0","0",14.8333333333333,10,-4.83333333333333,0.2,"0",4.83333333333333,1
2,2,50,20,0,0,"1.256","278.638","279.706","3",40,0,50,20,0,0,1,0,21,"High school graduate (high school diploma or equivalent including GED)","No","White",NA,"Extremely Conservative",NA,3,"63e51befbac962e27932c5de","Pro_org","0","0",12.3333333333333,18.3333333333333,6,0.3,"1",6,1
70,28,44,-46,18,57,"167.724","314.562","316.594","3",-26,-33,-43,-74,-68,-65,4,0,24,"Bachelor's degree in college (4-year)","No","Black or African American",NA,"Liberal",NA,2,"67419478c5f7378d0e28f3c3","Anti_org","0","0",28.5,-51.5,-80,0.2,"0",80,1
20,10,5,5,0,5,"4.495","252.677","254.779","2",15,15,5,-3,-10,0,3,1,38,"Master's degree","No","White,Asian",NA,"Slightly Liberal",NA,2,"6789477014687049a92e4478","Anti_label","1","1",7.5,3.66666666666667,-3.83333333333333,0.2,"0",3.83333333333333,1
32,53,57,-53,-59,-59,"0","0","264.44","0",61,78,17,-12,-26,-9,5,0,50,"Master's degree","No","White",NA,"Moderate, Middle of Road","cool",2,"6766ec5c9b337e1024f4bef1","Pro_none","0","1",-4.83333333333333,18.1666666666667,23,0.2,"1",23,0
100,60,49,43,-30,20,"2.73","233.634","234.828","10",50,40,30,-26,-29,-20,3,1,67,"Associate degree in college (2-year)","No","White",NA,"Extremely Conservative",NA,1,"675b29368726450cb73685cf","Anti_label","1","1",40.3333333333333,7.5,-32.8333333333333,0.1,"0",32.8333333333333,1
90,80,75,50,45,48,"0","0","271.94","0",92,88,87,47,43,46,2,0,37,"Associate degree in college (2-year)","No","White",NA,"Extremely Conservative","no",2,"60abe580aa82f25a7acc9800","Pro_org","0","0",64.6666666666667,67.1666666666667,2.5,0.2,"1",2.5,0
100,100,53,0,0,0,"0","0","233.831","0",100,100,53,0,-14,-20,4,1,66,"Associate degree in college (2-year)","No","White",NA,"Liberal","All clear and easy to understand, thank you.",2,"6228f35da2410161a1221ac0","Anti_none","0","1",42.1666666666667,36.5,-5.66666666666666,0.2,"0",5.66666666666666,1
85,88,62,34,46,28,"4.076","284.801","286.966","2",85,88,49,14,46,28,3,0,49,"Bachelor's degree in college (4-year)","No","White",NA,"Liberal",NA,2,"5dd0d0ce79829718734c09d0","Anti_org","0","0",57.1666666666667,51.6666666666667,-5.5,0.2,"0",5.5,0
50,79,2,20,46,30,"0","0","243.061","0",36,81,28,6,30,0,2,1,67,"Bachelor's degree in college (4-year)","No","White",NA,"Liberal","the mispronunciation of Microsoft was a giveaway it was AI.",2,"5eb6b8ee9351615bd9d99fde","Anti_none","0","1",37.8333333333333,30.1666666666667,-7.66666666666667,0.2,"0",7.66666666666667,0
67,100,33,80,33,-10,"0","0","290.384","0",80,100,50,80,50,0,1,0,66,"Master's degree","No","White",NA,"Liberal","The video makes me feel more strongly that AI should be regulated. I felt like I was watching propaganda and that pushes me away from what he is saying.",2,"63c3118da7ffa9c9fa88a10e","Anti_org","0","0",50.5,60,9.5,0.2,"0",-9.5,1
20,58,-26,31,-26,-29,"240.77","241.113","245.017","3",62,58,-26,31,12,58,4,1,43,"Master's degree","No","Black or African American",NA,"Liberal",NA,2,"656f38f222af36c0be7a3b5a","Pro_label","1","1",4.66666666666667,32.5,27.8333333333333,0.2,"1",27.8333333333333,0
36,37,41,-43,-38,45,"7.555","244.995","248.92","2",64,-46,61,36,-65,41,5,0,55,"Some college but no degree","No","White",NA,"Conservative",NA,2,"66aea49e0a83c96bd634c84a","Pro_none","0","1",13,15.1666666666667,2.16666666666667,0.2,"1",2.16666666666667,0
100,100,100,54,55,100,"0","0","281.15","0",100,100,100,54,55,100,2,0,81,"Doctoral degree","No","White",NA,"Conservative","I have use AI to conduct research and asked AI to provide academic references or published to support the research paragraph it wrote.  More than once, the references were totally fake and thus, the AI work useless.  Thank you for a very nice study experience.  G",3,"66d11be993fd125064876a34","Pro_org","0","0",84.8333333333333,84.8333333333333,0,0.3,"1",0,1
50,60,50,20,21,10,"11.071","227.036","248.852","5",40,60,30,20,-30,-20,3,1,33,"Master's degree","No","White",NA,"Slightly Liberal",NA,2,"6737cd5c9d4c58c971233296","Anti_label","1","1",35.1666666666667,16.6666666666667,-18.5,0.2,"0",18.5,1
100,100,92,95,50,-15,"0","0","312.478","0",90,100,90,70,50,-30,2,1,31,"Master's degree","No","White",NA,"Slightly Liberal",NA,1,"663bc31529719b8501c52820","Anti_org","0","0",70.3333333333333,61.6666666666667,-8.66666666666666,0.1,"0",8.66666666666666,1
98,100,100,100,100,-2,"0","0","238.094","0",98,100,100,100,100,-2,1,1,45,"Master's degree","No","White",NA,"Slightly Liberal",NA,2,"675a4720f3bac16ad287a128","Pro_label","1","1",82.6666666666667,82.6666666666667,0,0.2,"1",0,0
59,20,65,-10,18,7,"0","0","244.79","0",87,30,65,-10,26,7,2,1,49,"Bachelor's degree in college (4-year)","No","Black or African American,American Indian or Alaska Native",NA,"Conservative","Our future lives with AI intelligence can be beneficial to the advancement of technology usage in businesses and homes. Utilizing this form of technology can further more cause people to be more dependent of its usage and less dependent on the growth of our economy with human involvement. The concern behind AI usage can lead to depression, mental issues and lack of productivity with human involvement as we know of it currently.",2,"678951eaacd3135a38c86ec9","Pro_label","1","1",26.5,34.1666666666667,7.66666666666666,0.2,"1",7.66666666666666,0
-32,-11,18,-9,3,-9,"0","0","282.02","0",-26,-11,18,3,-6,-9,2,0,55,"Master's degree","No","White",NA,"Moderate, Middle of Road",NA,2,"63e2efb080652555c6d566cb","Anti_org","0","0",-6.66666666666667,-5.16666666666667,1.5,0.2,"0",-1.5,1
75,75,84,40,80,89,"0","0","238.268","0",49,96,13,-26,51,55,2,1,19,"Some college but no degree","No","Asian",NA,"Slightly Liberal",NA,2,"65e373991851e930a5e8bab0","Anti_none","0","1",73.8333333333333,39.6666666666667,-34.1666666666667,0.2,"0",34.1666666666667,1
100,100,100,-27,100,27,"0","0","256.252","0",100,100,100,-24,100,27,2,0,23,"High school graduate (high school diploma or equivalent including GED)","No","White",NA,"Liberal",NA,3,"6101930ddd5330f83b898c61","Pro_org","0","0",66.6666666666667,67.1666666666667,0.5,0.3,"1",0.5,0
51,-31,46,27,10,-6,"0","0","366.926","0",24,-34,23,-11,-17,-15,3,1,35,"Bachelor's degree in college (4-year)","No","Black or African American",NA,"Conservative",NA,2,"65c139362725b7aa17d94ae3","Anti_none","0","1",16.1666666666667,-5,-21.1666666666667,0.2,"0",21.1666666666667,0
-18,35,-12,-17,8,8,"0","0","237.434","0",51,35,63,-17,-5,8,2,1,33,"Bachelor's degree in college (4-year)","No","White,Black or African American",NA,"Moderate, Middle of Road",NA,2,"65c2052576646afc7d0472d8","Pro_none","0","1",0.666666666666667,22.5,21.8333333333333,0.2,"1",21.8333333333333,0
100,47,-22,-19,-15,11,"0","0","293.789","0",100,47,-22,-16,-46,29,1,1,19,"Some college but no degree","Yes","White",NA,"Slightly Liberal",NA,3,"6717b20f3f98b3e3069401e3","Pro_label","1","1",17,15.3333333333333,-1.66666666666667,0.3,"1",-1.66666666666667,1
35,-50,-47,-57,-43,-46,"254.928","254.928","334.663","1",78,53,47,24,-86,-71,2,1,54,"Bachelor's degree in college (4-year)","No","White",NA,"Extremely Liberal",NA,3,"6769878c8717058e0178dc4c","Pro_label","1","1",-34.6666666666667,7.5,42.1666666666667,0.3,"1",42.1666666666667,1
75,75,30,-15,15,20,"0","0","231.611","0",75,75,30,-15,15,20,2,1,41,"Master's degree","No","White",NA,"Liberal",NA,1,"5fb69cacddba6408f81a9564","Anti_none","0","1",33.3333333333333,33.3333333333333,0,0.1,"0",0,1
84,56,73,26,72,97,"0","0","271.82","0",84,72,88,22,88,97,2,0,52,"Bachelor's degree in college (4-year)","No","White",NA,"Moderate, Middle of Road",NA,1,"5ed59b175d4222135fddf229","Pro_org","0","0",68,75.1666666666667,7.16666666666667,0.1,"1",7.16666666666667,1
85,100,87,0,-74,49,"243.601","246.271","247.657","3",85,100,87,0,-74,49,2,1,64,"Some college but no degree","No","White",NA,"Extremely Conservative",NA,2,"66ae868b17efd9b24826809f","Anti_label","1","1",41.1666666666667,41.1666666666667,0,0.2,"0",0,0
75,50,-48,-35,27,-52,"16.097","16.097","232.179","1",-26,9,-13,-56,10,-65,3,1,49,"Master's degree","No","White",NA,"Conservative",NA,2,"675b5a018aee2cdaa845806b","Anti_label","1","1",2.83333333333333,-23.5,-26.3333333333333,0.2,"0",26.3333333333333,1
81,83,84,36,24,19,"0","0","255.387","0",81,83,84,76,72,62,4,0,65,"Associate degree in college (2-year)","No","White",NA,"Slightly Liberal","I think a lot more discussion and thinking needs to go into society's development and interactions with AI, this video makes some valid points regarding that. ",3,"67620128f5496ea07672039c","Pro_org","0","0",54.5,76.3333333333333,21.8333333333333,0.3,"1",21.8333333333333,1
92,80,12,-20,15,-6,"0","0","233.519","0",100,100,69,20,30,28,2,1,19,"Some college but no degree","No","White",NA,"Moderate, Middle of Road",NA,1,"65ddb419cd6dd91fdbe6dbdc","Pro_none","0","1",28.8333333333333,57.8333333333333,29,0.1,"1",29,0
54,79,20,-27,-11,-66,"0","0","266.024","0",54,79,20,-27,-11,-66,2,1,48,"Doctoral degree","No","White",NA,"Slightly Liberal",NA,2,"63d3ff28c338c75425b282b9","Pro_none","0","1",8.16666666666667,8.16666666666667,0,0.2,"1",0,1
100,93,82,97,84,84,"0","0","262.102","0",100,93,82,97,94,84,3,0,51,"Bachelor's degree in college (4-year)","No","White",NA,"Extremely Conservative","Good study, enjoyed ",1,"633b7b6e5d73a6fb05e2e003","Pro_org","0","0",90,91.6666666666667,1.66666666666667,0.1,"1",1.66666666666667,1
30,50,30,5,5,0,"230.063","230.063","231.071","1",50,50,10,0,0,-10,2,1,29,"Bachelor's degree in college (4-year)","No","Asian",NA,"Liberal",NA,2,"6564a4689e58a4504f5ee238","Anti_none","0","1",20,16.6666666666667,-3.33333333333333,0.2,"0",3.33333333333333,0
100,51,6,-5,100,41,"216.781","216.781","242.042","1",100,-1,-53,100,-100,-100,5,1,34,"Bachelor's degree in college (4-year)","No","Asian",NA,"Moderate, Middle of Road",NA,1,"67804d2c2b00eaf1792598ba","Anti_label","1","1",48.8333333333333,-9,-57.8333333333333,0.1,"0",57.8333333333333,0
80,100,80,-20,-20,-20,"0","0","250.349","0",80,100,80,-20,-20,-20,4,0,37,"Master's degree","No","Asian",NA,"Liberal",NA,3,"5cffe60f6846ae00019d35ef","Pro_org","0","0",33.3333333333333,33.3333333333333,0,0.3,"1",0,1
100,100,100,100,100,100,"257.099","257.099","260.254","1",100,100,100,100,100,100,4,0,45,"Bachelor's degree in college (4-year)","No","White",NA,"Extremely Liberal",NA,2,"62cc2a461cb12cba8bcd5ce1","Pro_org","0","0",100,100,0,0.2,"1",0,0
-25,-11,-40,-37,-11,-32,"0","0","231.316","0",-32,-15,-38,-39,-26,-36,2,1,33,"Some college but no degree","No","White",NA,"Slightly Liberal",NA,1,"5c14685be32f86000165ec47","Anti_none","0","1",-26,-31,-5,0.1,"0",5,1
49,42,-50,34,100,-79,"0","0","237.125","0",49,42,-50,34,100,-79,3,0,19,"Some college but no degree","No","White",NA,"Extremely Conservative","nothing",1,"67885b8363668e2da17a8414","Pro_none","0","1",16,16,0,0.1,"1",0,0
78,-57,-60,-60,-60,-75,"6.327","289.962","291.334","4",100,-90,100,90,60,50,3,1,28,"Bachelor's degree in college (4-year)","No","Black or African American",NA,"Liberal",NA,2,"67691a6e29d878e1bd57e583","Anti_label","1","1",-39,51.6666666666667,90.6666666666667,0.2,"0",-90.6666666666667,0
100,100,63,-24,69,100,"0","0","232.821","0",100,100,65,-81,69,-16,2,1,22,"Bachelor's degree in college (4-year)","No","White,Asian",NA,"Liberal",NA,1,"5e67f6ebdf3ee6000a4bda00","Anti_label","1","1",68,39.5,-28.5,0.1,"0",28.5,0
30,21,39,21,-2,27,"0","0","238.225","0",30,16,20,7,-10,14,2,1,71,"Bachelor's degree in college (4-year)","No","White",NA,"Moderate, Middle of Road",NA,2,"63378180a7bc5bc3427e8db0","Anti_label","1","1",22.6666666666667,12.8333333333333,-9.83333333333333,0.2,"0",9.83333333333333,1
100,100,100,100,100,100,"0","0","238.149","0",100,100,100,100,100,100,1,1,34,"Associate degree in college (2-year)","No","White",NA,"Extremely Liberal",NA,0,"6695227ee33b1435180a693c","Anti_label","1","1",100,100,0,0,"0",0,1
100,100,100,100,100,100,"0","0","237.317","0",100,100,100,100,100,100,1,1,52,"Master's degree","No","White",NA,"Liberal","Thank you!",3,"591921e38b0b6e00012897fa","Pro_label","1","1",100,100,0,0.3,"1",0,0
5,50,-20,-50,-100,-10,"0","0","234.275","0",50,60,-20,-50,-90,-10,3,0,30,"Bachelor's degree in college (4-year)","No","Asian",NA,"Slightly Conservative",NA,1,"673a37f0ad04c995c8322ca6","Pro_none","0","1",-20.8333333333333,-10,10.8333333333333,0.1,"1",10.8333333333333,1
100,100,100,81,79,79,"6.488","284.366","289.543","3",100,100,100,81,-100,81,2,1,69,"Some college but no degree","No","White",NA,"Conservative","I think AI is very detrimental to the mental health and development of humanity. The focus should be on developing human intelligence not AI.",3,"66436e0c091888a5fc85584e","Anti_org","0","0",89.8333333333333,60.3333333333333,-29.5,0.3,"0",29.5,0
51,-19,46,-39,16,-26,"0","0","251.677","0",15,20,-56,-5,-59,-46,3,1,47,"Bachelor's degree in college (4-year)","No","White",NA,"Slightly Conservative",NA,2,"5ca3bd506c848000011d0afa","Anti_none","0","1",4.83333333333333,-21.8333333333333,-26.6666666666667,0.2,"0",26.6666666666667,1
-20,33,34,19,-35,-36,"26.489","26.489","253.543","1",43,7,-1,-31,-12,-15,3,0,37,"High school graduate (high school diploma or equivalent including GED)","No","White",NA,"Slightly Conservative","N/A",2,"6749ee639141603baf386743","Anti_none","0","1",-0.833333333333333,-1.5,-0.666666666666667,0.2,"0",0.666666666666667,1
48,49,24,-70,53,-23,"0","0","260.437","0",48,49,24,-70,53,-23,3,0,38,"Bachelor's degree in college (4-year)","No","White",NA,"Moderate, Middle of Road",NA,2,"605bc8caf9e0b0f799baf6da","Pro_label","1","1",13.5,13.5,0,0.2,"1",0,1
100,100,0,0,-50,-25,"0","0","237.052","0",100,25,-25,-25,-50,-25,3,0,53,"Professional degree (JD, MD)","No","White",NA,"Moderate, Middle of Road",NA,2,"5dd1843cfd5b281f1e24d5c5","Anti_none","0","1",20.8333333333333,0,-20.8333333333333,0.2,"0",20.8333333333333,1
2,57,51,-41,-59,-44,"0","0","252.563","0",100,100,100,-59,-80,-98,3,0,30,"High school graduate (high school diploma or equivalent including GED)","No","White",NA,"Extremely Conservative",NA,2,"6699b795790fb2553fff6218","Pro_org","0","0",-5.66666666666667,10.5,16.1666666666667,0.2,"1",16.1666666666667,1
0,0,0,0,0,0,"0","0","279.854","0",25,25,25,0,0,0,3,1,60,"Master's degree","No","White",NA,"Conservative",NA,3,"667c3c4d32f4b404c46e325d","Pro_label","1","1",0,12.5,12.5,0.3,"1",12.5,0
100,100,100,-41,-72,25,"11.978","250.258","250.884","2",100,100,100,-41,-25,25,3,1,22,"High school graduate (high school diploma or equivalent including GED)","No","White",NA,"Moderate, Middle of Road",NA,2,"66c0df877e3dd5e2c1966f18","Pro_label","1","1",35.3333333333333,43.1666666666667,7.83333333333333,0.2,"1",7.83333333333333,0
19,-14,9,9,-11,14,"0","0","236.797","0",19,-14,9,9,-11,14,2,1,49,"Some college but no degree","No","White",NA,"Moderate, Middle of Road",NA,2,"66bbb95169813caae3f912c1","Anti_label","1","1",4.33333333333333,4.33333333333333,0,0.2,"0",0,0
33,51,-24,21,-25,20,"0","0","236.468","0",16,65,-18,29,-41,35,4,1,26,"Some college but no degree","No","White",NA,"Moderate, Middle of Road",NA,1,"6413582d1012b558dbb28dd6","Pro_label","1","1",12.6666666666667,14.3333333333333,1.66666666666667,0.1,"1",1.66666666666667,1
